Epoch: 0, Train Loss: -0.04170434975065291, Validation Loss: -0.041908297687768936
Epoch: 1, Train Loss: -0.04199390126974322, Validation Loss: -0.04185721278190613
Epoch: 2, Train Loss: -0.05594645214543182, Validation Loss: -0.05024898052215576
Epoch: 3, Train Loss: -0.07220858141662262, Validation Loss: -0.054206252098083496
Epoch: 4, Train Loss: -0.08068137901198284, Validation Loss: -0.06881463527679443
Epoch: 5, Train Loss: -0.08657374733778318, Validation Loss: -0.07612010091543198
Epoch: 6, Train Loss: -0.1102902056148256, Validation Loss: -0.11564875394105911
Epoch: 7, Train Loss: -0.12440189634214688, Validation Loss: -0.11522438377141953
Epoch: 8, Train Loss: -0.1264784870745238, Validation Loss: -0.10558293014764786
Epoch: 9, Train Loss: -0.12444146914269445, Validation Loss: -0.1194780096411705
Epoch: 10, Train Loss: -0.13384320356480997, Validation Loss: -0.08868230879306793
Epoch: 11, Train Loss: -0.13177806458247496, Validation Loss: -0.08430420607328415
Epoch: 12, Train Loss: -0.1471453568973163, Validation Loss: -0.08051491528749466
Epoch: 13, Train Loss: -0.13102216795447766, Validation Loss: -0.08754231035709381
Epoch: 14, Train Loss: -0.08956978406162756, Validation Loss: -0.044990334659814835
Epoch: 15, Train Loss: -0.13703453623707282, Validation Loss: -0.08211500942707062
Epoch: 16, Train Loss: -0.1379812034438972, Validation Loss: -0.07567226886749268
Epoch: 17, Train Loss: -0.14340665221226734, Validation Loss: -0.08735095709562302
Epoch: 18, Train Loss: -0.15047547334491942, Validation Loss: -0.10240892320871353
Epoch: 19, Train Loss: -0.14036239766591307, Validation Loss: -0.07454197853803635
Epoch: 20, Train Loss: -0.14572049807415838, Validation Loss: -0.08469577878713608
Epoch: 21, Train Loss: -0.1487806179195198, Validation Loss: -0.09040990471839905
Epoch: 22, Train Loss: -0.14354817192881975, Validation Loss: -0.10352824628353119
Epoch: 23, Train Loss: -0.16230553423255423, Validation Loss: -0.12983262538909912
Epoch: 24, Train Loss: -0.15724715365121983, Validation Loss: -0.12141956388950348
Epoch: 25, Train Loss: -0.15171523220081465, Validation Loss: -0.10599693655967712
Epoch: 26, Train Loss: -0.14140703507418018, Validation Loss: -0.11983201652765274
Epoch: 27, Train Loss: -0.1526348659341523, Validation Loss: -0.09554807096719742
Epoch: 28, Train Loss: -0.15758035174131518, Validation Loss: -0.0917016938328743
Epoch: 29, Train Loss: -0.14216595590642966, Validation Loss: -0.09182066470384598
Epoch: 30, Train Loss: -0.14119309900717128, Validation Loss: -0.105672687292099
Epoch: 31, Train Loss: -0.1574310173529747, Validation Loss: -0.11484654247760773
Epoch: 32, Train Loss: -0.15478226540831483, Validation Loss: -0.0815272107720375
Epoch: 33, Train Loss: -0.13692965268880392, Validation Loss: -0.073030985891819
Epoch: 34, Train Loss: -0.1568398810350327, Validation Loss: -0.08993421494960785
Epoch: 35, Train Loss: -0.16006591720786653, Validation Loss: -0.0911475196480751
Epoch: 36, Train Loss: -0.1393867000163576, Validation Loss: -0.09788129478693008
Epoch: 37, Train Loss: -0.14970622829988145, Validation Loss: -0.08979766815900803
Epoch: 38, Train Loss: -0.1575984776413696, Validation Loss: -0.0904330387711525
Epoch: 39, Train Loss: -0.13173255401970452, Validation Loss: -0.09819532930850983
Epoch: 40, Train Loss: -0.15123107586316978, Validation Loss: -0.12697824835777283
Epoch: 41, Train Loss: -0.15165813779896012, Validation Loss: -0.11448592692613602
Epoch: 42, Train Loss: -0.14747735108371693, Validation Loss: -0.07857868820428848
Epoch: 43, Train Loss: -0.1635511771853373, Validation Loss: -0.10577388852834702
Epoch: 44, Train Loss: -0.15478926392061199, Validation Loss: -0.08569922298192978
Epoch: 45, Train Loss: -0.15135450915275583, Validation Loss: -0.10114864259958267
Epoch: 46, Train Loss: -0.1608169270527935, Validation Loss: -0.09487925469875336
Epoch: 47, Train Loss: -0.1633965006533438, Validation Loss: -0.07454294711351395
Epoch: 48, Train Loss: -0.1517492283903929, Validation Loss: -0.11051955819129944
Epoch: 49, Train Loss: -0.14473162309274046, Validation Loss: -0.10083337873220444
Epoch: 50, Train Loss: -0.170689900684374, Validation Loss: -0.09365662187337875
Epoch: 51, Train Loss: -0.163834667360918, Validation Loss: -0.0889420360326767
Epoch: 52, Train Loss: -0.1590450566553742, Validation Loss: -0.10371685028076172
Epoch: 53, Train Loss: -0.16168736679289203, Validation Loss: -0.07849035412073135
Epoch: 54, Train Loss: -0.16000976154509697, Validation Loss: -0.10001932084560394
Epoch: 55, Train Loss: -0.16548407101550697, Validation Loss: -0.09000114351511002
Epoch: 56, Train Loss: -0.1555755855031223, Validation Loss: -0.08993925154209137
Epoch: 57, Train Loss: -0.16561850558011187, Validation Loss: -0.08494742959737778
Epoch: 58, Train Loss: -0.15366613924365294, Validation Loss: -0.040000151842832565
Epoch: 59, Train Loss: -0.1251230856595492, Validation Loss: -0.08956674486398697
Epoch: 60, Train Loss: -0.15364749241201894, Validation Loss: -0.09936061501502991
Epoch: 61, Train Loss: -0.1410174974092124, Validation Loss: -0.0579831600189209
Epoch: 62, Train Loss: -0.13348086084326666, Validation Loss: -0.1141459122300148
Epoch: 63, Train Loss: -0.15091111186546496, Validation Loss: -0.08928869664669037
Epoch: 64, Train Loss: -0.1460317172967446, Validation Loss: -0.08660496771335602
Epoch: 65, Train Loss: -0.14497698486464872, Validation Loss: -0.0899544209241867
Epoch: 66, Train Loss: -0.1462645858019812, Validation Loss: -0.0900503620505333
Epoch: 67, Train Loss: -0.1415147103814278, Validation Loss: -0.08981532603502274
Epoch: 68, Train Loss: -0.15511887365631977, Validation Loss: -0.09457622468471527
Epoch: 69, Train Loss: -0.15862445419611473, Validation Loss: -0.08998847752809525
Epoch: 70, Train Loss: -0.1603444653363026, Validation Loss: -0.08553288877010345
Epoch: 71, Train Loss: -0.15454675772246826, Validation Loss: -0.08103220909833908
Epoch: 72, Train Loss: -0.1662434083104872, Validation Loss: -0.08001872897148132
Epoch: 73, Train Loss: -0.14929894077423117, Validation Loss: -0.0897393599152565
Epoch: 74, Train Loss: -0.15867502377762105, Validation Loss: -0.08999276906251907
Epoch: 75, Train Loss: -0.158981656786836, Validation Loss: -0.08999577909708023
Epoch: 76, Train Loss: -0.1553627403846624, Validation Loss: -0.0999501571059227
Epoch: 77, Train Loss: -0.16343162301924813, Validation Loss: -0.09593987464904785
Epoch: 78, Train Loss: -0.15871626179928786, Validation Loss: -0.09498351812362671
Epoch: 79, Train Loss: -0.1651686297467993, Validation Loss: -0.09996633231639862
Epoch: 80, Train Loss: -0.16070185753147073, Validation Loss: -0.09948032349348068
Epoch: 81, Train Loss: -0.16702699004929009, Validation Loss: -0.08884317427873611
Epoch: 82, Train Loss: -0.16372581723997737, Validation Loss: -0.09086254984140396
Epoch: 83, Train Loss: -0.1682252541437207, Validation Loss: -0.0978328138589859
Epoch: 84, Train Loss: -0.1705759831497806, Validation Loss: -0.08999485522508621
Epoch: 85, Train Loss: -0.15905302506968672, Validation Loss: -0.09497804194688797
Epoch: 86, Train Loss: -0.15884452905970983, Validation Loss: -0.08970189094543457
Epoch: 87, Train Loss: -0.1566137747010319, Validation Loss: -0.09739577770233154
Epoch: 88, Train Loss: -0.16392444790863375, Validation Loss: -0.10248563438653946
Epoch: 89, Train Loss: -0.1648458355523931, Validation Loss: -0.08528744429349899
Epoch: 90, Train Loss: -0.1677311581793208, Validation Loss: -0.09184233099222183
Epoch: 91, Train Loss: -0.1528092451324455, Validation Loss: -0.06424272060394287
Epoch: 92, Train Loss: -0.17474914026957022, Validation Loss: -0.09953062981367111
Epoch: 93, Train Loss: -0.16401946067120096, Validation Loss: -0.1099018007516861
Epoch: 94, Train Loss: -0.15102857348156928, Validation Loss: -0.10662943869829178
Epoch: 95, Train Loss: -0.15921705798686606, Validation Loss: -0.11071464419364929
Epoch: 96, Train Loss: -0.15285629652976357, Validation Loss: -0.11500246077775955
Epoch: 97, Train Loss: -0.15183498611511986, Validation Loss: -0.1155841201543808
Epoch: 98, Train Loss: -0.14031446660065316, Validation Loss: -0.10543401539325714
Epoch: 99, Train Loss: -0.15891497676766014, Validation Loss: -0.11037785559892654
